ASV	NC_1	NC_2	NC_3	NC_4	NC_5	NC_6	Tomato_1	Tomato_2	Tomato_3	Tomato_4	Tomato_5	Tomato_6
3b9dc761c066e9aaa95b9bdc290fa82b	0	0	0	0	0	24	0	0	0	11	0	0
34c4be814f04830448c83d0be98d5129	0	0	0	0	0	0	0	17	0	18	0	0
2ffc74e074d6991f2fb81ceb90ce1b88	0	0	0	0	0	0	0	0	0	35	0	0
c9f2e2af7eb6322445445a4050d627b2	0	0	0	0	0	0	0	0	0	0	0	35
46a66b087965948172f11e0e19ddc268	21	13	0	0	0	0	0	0	0	0	0	0
329c6558d6911cd614b5266d43f3f1ff	16	0	0	18	0	0	0	0	0	0	0	0
2b0fa689fb726aaf13f58bf83cc72ac3	8	6	7	7	0	6	0	0	0	0	0	0
6a08918e7b220c3b03d3da1ceee993ce	8	0	5	7	5	3	0	0	0	6	0	0
becdb482b7701b257eeca2c08064fc7d	6	0	6	7	0	0	6	0	5	0	4	0
e0f29f7ec3ff9b8e31a38b14042771b8	6	7	7	6	4	4	0	0	0	0	0	0
720ed2278f4f177b6fc7d0c259a8a840	5	0	4	9	9	4	0	0	0	0	0	3
49a7d6a86dd54959246f5280a13acf59	5	0	2	0	8	0	0	0	6	7	4	2
5dc513dc3ecb8a4544ca61de634f42ed	4	3	4	0	9	0	0	0	4	7	3	0
a3f1648033a74b65fa410c79f7bb2ae6	0	12	0	0	8	0	0	8	6	0	0	0
9af562f8d7769907c3bde9157978e4b8	0	10	7	0	9	0	0	0	0	4	0	4
ebd457c66687490c8963c3fb098608a0	0	5	2	0	12	5	0	4	0	6	0	0
90ee8e79fbf88841e68e05f5bed62a35	0	0	0	0	26	8	0	0	0	0	0	0
f5d2ade95ab8b3cd2b94132ec6c2461d	0	0	0	0	0	0	8	14	0	0	12	0
beb2539b4b128102407d4285b263633e	0	0	0	0	0	0	0	0	25	0	0	9
0723138dab3142376f04ebee8ddba0e6	20	0	0	13	0	0	0	0	0	0	0	0
591c74df0279af0e1bffa5c884c3b5fe	17	0	0	11	0	0	0	5	0	0	0	0
205112b501f5a1f676491b346fa455d6	11	8	7	3	0	4	0	0	0	0	0	0
812d6431f0cdec77370f71e86664fcbe	9	4	4	3	7	2	0	2	0	0	0	2
281da503a3884aded2d4bbf24fb7759c	9	5	8	6	0	0	5	0	0	0	0	0
717c5e6b211c5f92a58a4c59fc6ee589	9	8	0	8	8	0	0	0	0	0	0	0
a3c8a6ff406cd534602655120fccc10d	9	0	9	15	0	0	0	0	0	0	0	0
c731489259256a0d85cbdce87d784e1c	9	6	0	14	4	0	0	0	0	0	0	0
cf7fa55abd35e4430f491b1bf6b31e01	8	0	6	0	0	0	0	6	0	8	0	5
ddfae9c3775400151408a05d6f07b435	6	0	11	9	0	0	0	0	0	0	0	7
972557ed027ee2753c72bef17360c962	5	0	0	7	0	0	4	10	4	3	0	0
8680d9200240725bada8295e81d555ab	4	12	0	0	4	8	0	0	0	5	0	0
2cf7c26a8d37fd76126fc6b413794203	0	22	0	0	0	0	0	0	0	11	0	0
560734fef23ed90f818a272ddcee60b6	0	10	5	0	14	0	0	0	0	2	0	2
406c44f9c50ea9492607fb145c8bc413	0	9	5	9	0	0	0	4	4	0	0	2
e5bfe29d6a9b652bc331cabb0a992161	0	7	11	9	0	2	0	0	0	0	4	0
66282f936668bd43c22ba47d5fc0d3ee	0	0	0	13	0	12	0	8	0	0	0	0
219d649adfa937210bc1611a94c926dd	0	0	0	0	0	0	25	8	0	0	0	0
441aed4e190d9df038f3a21b57902b4d	13	0	0	0	0	0	0	19	0	0	0	0
04038d4a224bcc84137f5b77721ab8e5	11	10	0	11	0	0	0	0	0	0	0	0
843c6060d4643855dca60300a706d5ae	6	4	8	7	0	0	0	0	0	3	0	4
882a5337fcb4dd4c7b34714ed471b725	5	12	2	4	3	2	0	0	0	4	0	0
ecc4f1883f98b624a05150334b4266fe	2	7	0	14	9	0	0	0	0	0	0	0
4ca9b310d72760e9c1dc583b372d5dc6	0	18	0	0	14	0	0	0	0	0	0	0
c801471450939ea7858982bbd29086ff	0	7	0	0	8	0	7	0	0	0	7	3
30c3d207c943f82c42bd24ca51ed4974	0	0	0	32	0	0	0	0	0	0	0	0
8c46bda169a3b44653b0469bbba722ec	0	0	0	0	20	0	0	12	0	0	0	0
8a05fec8f0985b60659526e7f148354d	0	0	0	0	0	0	7	12	0	0	0	13
abc64d44a34ae71c22f471e5add2d8ae	0	0	0	0	0	0	0	19	0	0	13	0
cf88d135b2d7836d017ec01c6ecf47ae	18	0	0	0	13	0	0	0	0	0	0	0
0b20758e8d8c009f238cd7e346f27d70	15	0	0	0	0	0	0	0	0	0	16	0
74c53311e0e6b3d8a4bdd5456a2f2a43	11	0	0	8	8	0	0	0	0	0	0	4
5429142c19701eb91901750393fa61e6	10	0	0	0	0	0	5	0	0	9	7	0
44155cd32cead5dad2c59252f8dd2197	7	0	11	4	3	0	0	2	0	4	0	0
7df5f7f6d634b27e6548345e6883dc11	5	10	0	0	10	0	0	0	0	6	0	0
b14abb5669cfeb242d3659d192c089e7	5	12	5	3	0	4	0	0	0	2	0	0
c2d95f2ff39dbf03c98ed238509d7a1b	0	13	0	18	0	0	0	0	0	0	0	0
26b8eea5f6dce1ce8c852a0615c16760	0	10	0	0	0	21	0	0	0	0	0	0
a0850954629f607b8abd9c88d1059b39	0	9	0	6	7	5	0	0	4	0	0	0
b564ea9745c3b13227f75ba17121edb0	0	0	6	0	12	13	0	0	0	0	0	0
ca5f93172e4d9ac16b5d365b4c838f40	0	0	0	0	0	31	0	0	0	0	0	0
4b43a44e73fa3c149d8265f3c8617e0f	0	0	0	0	0	31	0	0	0	0	0	0
f5b28841b94aca336f1cef1d0b9f5b66	17	13	0	0	0	0	0	0	0	0	0	0
1293e945f1a2af11f38a9876ad079514	15	0	0	15	0	0	0	0	0	0	0	0
04954f2399ff661dcb49175477adb4f5	13	0	6	0	0	11	0	0	0	0	0	0
380af4088fd71dd1e592e35b96f68a30	12	0	0	14	0	4	0	0	0	0	0	0
61c43141e118574b6c5836763f51ca2f	7	15	0	0	8	0	0	0	0	0	0	0
c9e05ac7c58964479a1c7be450dbc33a	6	7	10	0	0	7	0	0	0	0	0	0
08c85d52f36dd9febbe1c96a877e4087	4	0	3	8	6	4	2	3	0	0	0	0
0175e84ff36a0828fed371d42e27cbcb	0	11	0	0	8	7	0	0	0	4	0	0
46ca55512bab5f6cd22dfccecdbca551	0	10	6	3	9	2	0	0	0	0	0	0
22105c93c7d77207817dcb135bfec233	0	8	9	13	0	0	0	0	0	0	0	0
55334a42b2ef2aaf017d8fb96b67cdf3	0	0	18	12	0	0	0	0	0	0	0	0
95b6c01774171312915273c058c44bd3	0	0	13	0	0	0	0	17	0	0	0	0
7ca978e50eb16dbe430a4593e6d0fc53	0	0	0	17	13	0	0	0	0	0	0	0
a08a5a2256b58cf3c328eaf375350fa4	0	0	0	0	0	0	0	0	16	0	0	14
d965f2c2da9fd386828af4797320754c	0	0	0	0	0	0	0	0	7	16	7	0
8b497f91df99572868e65f31f0747b90	0	0	0	0	0	0	0	0	0	0	0	30
4634ddf1527d76eae0091d9d928e5efe	13	0	4	0	4	0	0	3	5	0	0	0
b13783aecedc28bd8263f8dea7b018b3	12	17	0	0	0	0	0	0	0	0	0	0
da9c17b14c0e0a8b14ebf4cac7a76a4d	9	3	7	4	0	6	0	0	0	0	0	0
16a4740cca2f21ae4639cea761925a00	7	0	10	0	0	6	0	6	0	0	0	0
f9446c0ec1c732259796c0533945f83b	7	0	5	10	7	0	0	0	0	0	0	0
3dab411c52aa91707674228bf0d32dae	6	12	0	0	11	0	0	0	0	0	0	0
10bda545245fd9bd1c326a55c2b12309	4	0	6	8	7	0	0	0	0	0	4	0
b6bd99ad2e8a030746b7e99c2b86dcc4	4	3	5	0	11	6	0	0	0	0	0	0
221b8944aa8741aefca84685729b1a51	0	25	0	0	4	0	0	0	0	0	0	0
3eeb79b16221ecb792f5c906903d15a6	0	14	0	0	15	0	0	0	0	0	0	0
0221807cba595ad02569135676e86194	0	9	12	0	8	0	0	0	0	0	0	0
6de38e45da6fe2a835715d29964df4bc	0	6	7	8	5	3	0	0	0	0	0	0
3eea6a656310a00fd05f97d12909889b	0	0	8	0	5	8	0	0	0	8	0	0
4ec943040acf4d661f34f4d2a1fcdc26	0	0	0	0	0	0	4	11	0	0	14	0
c827ab9f6c8c5f9606e2b385b93cf174	0	0	0	0	0	0	0	20	0	0	6	3
0b5bbf1a03f8e305eecc7ff7fca30e22	0	0	0	0	0	0	0	12	6	5	0	6
ec70c4d3dbf1f87faa40087736eb0a2e	0	0	0	0	0	0	0	0	5	0	5	19
eec31ecb2366ee42fb61f7346e56e693	28	0	0	0	0	0	0	0	0	0	0	0
40815c23bef1085320ad3a1932f02555	21	0	0	0	2	0	0	0	0	5	0	0
17ae62beae0c16c54bd04bcaf91b3893	13	0	0	0	0	0	0	0	15	0	0	0
a2cd23241bca7646a411e632028ee525	13	10	0	0	5	0	0	0	0	0	0	0
20c6177be5618dfb7f80887ac3d80aa0	13	0	0	9	6	0	0	0	0	0	0	0
626ae257684f0a233b2597dda45e4a5b	10	11	0	0	7	0	0	0	0	0	0	0
9e9a31e8f02a068104a3583b0bf83aac	10	0	0	12	0	6	0	0	0	0	0	0
1cf9bbaefa3e6667cd4f686c4c358e4f	10	4	0	6	0	0	0	5	0	0	3	0
98fe9eaa8465116ccea5d94f0e84f872	6	8	8	0	6	0	0	0	0	0	0	0
8008390e27911611faa11399d6d966eb	3	0	0	22	0	0	0	3	0	0	0	0
006a63cd5fcb4b6347c5ad5812a308c3	0	8	9	11	0	0	0	0	0	0	0	0
2fd2b2a3696264fec556752edbecbeeb	0	0	12	0	16	0	0	0	0	0	0	0
c78184a6d9311261ea14763c6b129842	0	0	12	0	0	0	0	10	0	0	6	0
4b6e40bc15d1bc2a0223cc3f2dce78d2	0	0	11	0	0	17	0	0	0	0	0	0
07444982f1f0bf3f487e289bc0921d4a	0	0	0	11	8	9	0	0	0	0	0	0
285cb8d89211ee51fb6020776d86b861	0	0	0	8	13	7	0	0	0	0	0	0
e9d00cfbcb75c99a8d518639f84864d6	0	0	0	0	28	0	0	0	0	0	0	0
dafd7169dac92dbc43f2504c20b1fa20	0	0	0	0	0	4	0	0	0	18	0	6
8acfb7964b262b8fdc99fe312c5ee410	0	0	0	0	0	0	28	0	0	0	0	0
cd2e55035c3969351edd08462e20eb70	0	0	0	0	0	0	0	0	0	0	28	0
4c08ea842126462b31ce4f20572a887f	0	0	0	0	0	0	0	0	0	0	28	0
e2148e655a526a06c0e983fea637162f	0	0	0	0	0	0	0	0	0	0	0	28
ecfaec115a4b6f39c3e619537a1dd5a6	0	0	0	0	0	0	0	0	0	0	0	28
891b69a282848c1a4ee94ba0f36342d4	27	0	0	0	0	0	0	0	0	0	0	0
5a2187726d2c75c2dff56aadbc228593	27	0	0	0	0	0	0	0	0	0	0	0
9fbc5678e9ca0314b9597073fc6d1f7d	15	0	1	0	0	1	1	3	2	2	2	0
0720a4857d7fb2da09af7d566f590834	14	13	0	0	0	0	0	0	0	0	0	0
9ae5bbfb6a0faeb0627118b587169f72	9	18	0	0	0	0	0	0	0	0	0	0
2c454ab0723aafe6c1026734156a5868	9	4	11	0	0	0	0	0	0	3	0	0
62a95e7016051d4cff70dcc23ea1c03b	8	13	0	0	0	0	0	0	6	0	0	0
451bc3417fc9c14d066a44e24f41d0ae	8	0	0	0	7	12	0	0	0	0	0	0
a4c905e36e7c34536c325372f82f5a33	8	0	0	5	0	0	7	0	0	0	7	0
ebcbd50123e69d8db3d5e0900b118404	7	6	4	0	5	2	0	0	3	0	0	0
72a87fc099164066420ddbb67ed37a2d	6	0	3	6	2	0	0	0	0	10	0	0
1e97e843b8567488eb4b71e56aacf274	6	11	0	0	5	5	0	0	0	0	0	0
29b9b0c2d3a36ff404bfba4cb63aca1e	0	10	8	9	0	0	0	0	0	0	0	0
5c6310754bde2063dc319c325820d113	0	9	7	6	0	5	0	0	0	0	0	0
a956cbca8d38ffe590931163481da312	0	8	0	0	0	19	0	0	0	0	0	0
d4939d15e76519054b68cafa930f59fc	0	7	0	4	4	3	0	4	0	5	0	0
e44d9e3461741f4f722ff2547ba4d450	0	0	0	27	0	0	0	0	0	0	0	0
15fa7b4d11d58004ce776ae887aed720	0	0	0	10	0	0	17	0	0	0	0	0
9366e2a351cde5b7a848f79b9c25d900	0	0	0	4	0	0	6	6	4	0	0	7
53f12c0717568985f350a03eaa96936a	0	0	0	0	0	27	0	0	0	0	0	0
15459cbdf492048ff4b021dedeffe020	0	0	0	0	0	0	21	0	0	0	6	0
52baee90b9ee0b096e52024852f3d8e0	0	0	0	0	0	0	16	0	0	0	11	0
7b26f4e0b82d9bf0cb8a2789633dddd0	0	0	0	0	0	0	0	0	0	19	8	0
74dbff837277c5b8e0bf735ad3844ec7	19	0	0	7	0	0	0	0	0	0	0	0
ba04c5c8c65803e94e9c8fab59885d20	11	0	6	5	0	0	0	0	0	0	0	4
f6174bd816271513e484332ed73753fd	11	0	0	8	7	0	0	0	0	0	0	0
d25a165116ba5c9d472ea8452fb6c268	9	0	6	7	0	0	0	0	4	0	0	0
42504006ce58b10aa5c820b8957cedbb	9	0	9	8	0	0	0	0	0	0	0	0
4bea1829c2c9f40d7ce8006a8178151e	8	1	0	5	1	0	6	0	5	0	0	0
1237ca0f63450469ca14f8ebb8cf1b32	8	0	10	0	0	5	3	0	0	0	0	0
a45854cd046c6e1c8f1c4ad4df1a400b	6	11	0	3	0	6	0	0	0	0	0	0
e4bf2e7f947c1c25a3875f70f3f607f9	6	4	5	5	6	0	0	0	0	0	0	0
dced7a84387bf872b8205d352dce5ef9	5	0	6	8	0	7	0	0	0	0	0	0
504d1068a3e5b3e224d61f553c4cdbed	5	3	3	10	0	0	0	0	0	5	0	0
c179c3e278adda10dc80d44d2511d9ec	5	5	6	6	0	4	0	0	0	0	0	0
29adf053dd20920e756fc19b6c5fd5ec	4	12	2	8	0	0	0	0	0	0	0	0
3908527801d2409f7e38d91b2dd77db4	4	10	3	3	6	0	0	0	0	0	0	0
3abe67a997a3d4eee92696f282d5aeba	0	16	0	10	0	0	0	0	0	0	0	0
c103b49f67cd90b197973f8284efe0ac	0	11	8	0	0	0	0	0	0	7	0	0
61f85af33ed058cb0c5a299f9276babc	0	10	0	10	0	6	0	0	0	0	0	0
5933f042e0e216d95ca52e29258e7567	0	7	12	2	0	5	0	0	0	0	0	0
40a2c18663c6dc6e61ebd9c77c60ed36	0	0	26	0	0	0	0	0	0	0	0	0
70638d1447b5991918fd991477baa7b9	0	0	19	0	0	0	0	7	0	0	0	0
1f97c41bf6262969685d805772efd53c	0	0	11	0	15	0	0	0	0	0	0	0
21dfee8f85c500546416e14e64349c2c	0	0	9	4	6	7	0	0	0	0	0	0
cb51d9720396593774aea90b278dc9e5	0	0	4	3	6	5	0	0	5	3	0	0
8cc1a6895ef68d108ed2b0e2285a8f26	0	0	0	0	0	0	26	0	0	0	0	0
bae044d585ea5278d3f40f145734f603	0	0	0	0	0	0	12	0	0	0	14	0
fb668130d1e05f418e5839bb3e851525	0	0	0	0	0	0	7	0	0	13	6	0
7e87580761bd0e192d2fdb6ed596300b	0	0	0	0	0	0	0	26	0	0	0	0
bb328305a1277ccd467f479ab7a2f16b	25	0	0	0	0	0	0	0	0	0	0	0
c5714a3e104f3cbbbf80e277df240330	14	0	11	0	0	0	0	0	0	0	0	0
3bea6f8198f1fde45f52a7f5af0d7e5b	13	0	0	0	8	0	0	0	4	0	0	0
ce335f9c4cee5120d30a913b85e6924a	5	5	0	5	0	0	0	0	5	0	0	5
6f1b32d035969383d0f02901846b5c9c	4	12	9	0	0	0	0	0	0	0	0	0
868088b839d67d229f25c929243da8c0	3	0	0	2	0	0	0	13	0	0	7	0
219527801cececd81ad187cb16aec61f	0	25	0	0	0	0	0	0	0	0	0	0
fa78ae66330d55695bf7b573419694c9	0	25	0	0	0	0	0	0	0	0	0	0
af47b17785f86fbfe38f5a78c1a54141	0	14	0	11	0	0	0	0	0	0	0	0
db6302f54faaa2973912fd30e9484457	0	13	4	0	8	0	0	0	0	0	0	0
c2692dcf7d7b5c8d601d92a6a8fabdf2	0	9	0	0	9	0	0	0	4	3	0	0
5b227d4ae9f23bc379e518863840121d	0	7	0	6	8	4	0	0	0	0	0	0
269c380b25f1feeeb7eab048e8024e93	0	6	0	0	5	0	0	0	0	14	0	0
b7ce80659fd9e79d569b951585b60adf	0	6	0	0	9	3	0	7	0	0	0	0
24b00b42c0b7c84423c56f1ede908d23	0	0	12	0	13	0	0	0	0	0	0	0
fd5ca1948dc45067f7675f820540e010	0	0	7	0	0	3	0	0	0	15	0	0
c1d7385ce8712a0084b8755f02f06a8a	0	0	7	18	0	0	0	0	0	0	0	0
ccab1451d878a33541609237d7b0f997	0	0	0	10	7	0	0	8	0	0	0	0
ea3f0024824bb6f6652bab596643e55b	0	0	0	0	25	0	0	0	0	0	0	0
131673332a78c199f2b0903c91d0b12b	0	0	0	0	7	0	0	12	6	0	0	0
9f9248415e7417bc2bf2ee0af6f25944	0	0	0	0	0	25	0	0	0	0	0	0
6dede0bd0cf688aa36781b4127cb0da2	0	0	0	0	0	0	7	0	0	0	18	0
f2b2db9e9d396e783ede7d0b365df06b	0	0	0	0	0	0	0	0	0	0	25	0
87ea521f9d9afaa0d5cb93d77f13f695	24	0	0	0	0	0	0	0	0	0	0	0
468e6efcf0e583eac7dc9187bda939df	15	0	0	0	0	9	0	0	0	0	0	0
e031729c0db1f82639914abc51399abe	11	0	0	13	0	0	0	0	0	0	0	0
e747e783c52fd6675c0c93dc512cc339	10	0	0	10	4	0	0	0	0	0	0	0
844846dc40c29180829c44ab9dca54f4	6	5	0	10	0	3	0	0	0	0	0	0
c329473a01411ba8ec8a646ee5253cd8	5	8	0	3	4	4	0	0	0	0	0	0
98816c56811a0cf79660d6726cda2ac3	4	0	5	0	7	3	0	0	0	5	0	0
05763761cb5ac0e1e7789769e405adae	4	6	0	11	3	0	0	0	0	0	0	0
2608beda8b21719441c2e9c17dd1e80b	4	0	0	5	10	5	0	0	0	0	0	0
884f39d2cddf45ad3cc0640f0087c046	3	13	0	0	0	0	2	0	0	6	0	0
0cc3f7907737605055d32d976ef4219b	2	9	4	0	5	4	0	0	0	0	0	0
4930203953c223339c56f04b7b9791c3	1	0	10	3	0	2	0	0	8	0	0	0
f8d99602033e3ea498de3b75b55d900a	0	24	0	0	0	0	0	0	0	0	0	0
1737f728e67573ed66a84fab607431b3	0	9	0	0	0	15	0	0	0	0	0	0
64026a026542cea66574dc5b616cf28a	0	9	9	0	6	0	0	0	0	0	0	0
83b917aab31cb44470248904d334364f	0	8	0	0	11	0	0	0	0	5	0	0
19b378241478af27a9aad76d20d60951	0	4	6	0	7	7	0	0	0	0	0	0
45c5321015b967a00d94dc4f7cdaee02	0	0	11	0	0	0	0	0	13	0	0	0
35bd2e6ffbb09436d4e850c5d82b1612	0	0	8	5	0	0	0	0	0	5	6	0
38bff8c20740bd53de3c69dcf76a0fd7	0	0	8	6	0	0	0	0	5	0	0	5
de83b390d12ec657da903509ba90a71f	0	0	0	0	18	0	0	0	0	6	0	0
07317b02359d0c15cd4fd76e227e6cf1	0	0	0	0	0	9	0	0	0	9	6	0
653e63d8f9f2e30bfe1f6c9877dbb836	0	0	0	0	0	0	0	24	0	0	0	0
ced8b7ed3b36bd9a9422971c77aa8300	0	0	0	0	0	0	0	7	0	6	0	11
c78630485932cd07c86ec79f69fe587e	0	0	0	0	0	0	0	0	0	24	0	0
027ff326e04421330c0a75cc659e160c	0	0	0	0	0	0	0	0	0	0	0	24
97f2c15e4f21d85943afd3b62a8a8223	23	0	0	0	0	0	0	0	0	0	0	0
6e2c72b15d5736416a0e9c86c6093072	14	0	9	0	0	0	0	0	0	0	0	0
a1931b03ffaf8d18d05ac709afd545ed	12	0	0	11	0	0	0	0	0	0	0	0
c4852e257e03e8a2d355dbe20ad76c4b	9	0	0	14	0	0	0	0	0	0	0	0
c6a7089ddf15ad56f4eaad6e876e7a3d	8	0	4	0	0	11	0	0	0	0	0	0
ce0197747d233e6d7ecb7aa43010afe0	6	6	0	7	4	0	0	0	0	0	0	0
01a1273af813de0f1facc211bccfd36a	5	7	0	7	4	0	0	0	0	0	0	0
625591cc151397489d9ec43e33383270	4	4	0	9	0	4	0	2	0	0	0	0
ec4798d482cb140d796297191a0ef02a	1	0	0	10	7	1	0	0	0	0	4	0
22115341a8dd3363634c7ee8790ab8c7	0	7	0	5	0	0	0	0	0	5	0	6
70b52ee05e142de814b99bb3b75be481	0	7	5	0	0	5	0	0	0	6	0	0
398fb78215c1267dda118475cde46156	0	5	4	0	5	9	0	0	0	0	0	0
9042aaeedb15dca65757de9efbbed579	0	0	23	0	0	0	0	0	0	0	0	0
0d9ba81b7e0f5fa35b9913c2adb5fe57	0	0	0	0	12	11	0	0	0	0	0	0
0ca35a6da10a27ea9f2792c170ec2730	0	0	0	0	0	0	8	0	0	15	0	0
1d6303201a1f0b4cb9ebd684d5eec121	0	0	0	0	0	0	5	0	0	0	18	0
94966f5cd1991e6dd6b616e7fef3f1f7	0	0	0	0	0	0	0	10	0	13	0	0
791b450df1b362d0d9c36b45659108e2	0	0	0	0	0	0	0	0	0	0	23	0
8ac5e4a4e53cf6739ae4830fdb77cc44	0	0	0	0	0	0	0	0	0	0	0	23
7907b8f2524dc9e7ca24b92a03d8b3b5	22	0	0	0	0	0	0	0	0	0	0	0
cac572863595b4627a5a46dc380f3435	16	0	0	0	0	0	0	6	0	0	0	0
8d8f44f1694ab750b39079b1435720c0	12	0	10	0	0	0	0	0	0	0	0	0
798fcfbe47bf8674197cfc03cb9ed32a	11	4	0	5	0	0	2	0	0	0	0	0
e8a4f121876bbe95c046194bcd3788a0	10	0	9	3	0	0	0	0	0	0	0	0
c7e02516c138db12820719860e220d51	10	0	0	12	0	0	0	0	0	0	0	0
4680de98a3388e37de0f0420ddaf5213	10	7	0	5	0	0	0	0	0	0	0	0
7e5b3ff5d211c9a5ef62f54a2180853e	6	3	9	0	0	4	0	0	0	0	0	0
003df6f001fdbefb65820a453183d893	6	0	0	7	6	0	3	0	0	0	0	0
cecd929407be8f204f286633e3453822	5	0	0	0	0	0	0	9	0	0	0	8
fcf91f1de1945a99d79f34fed0ad1054	5	0	9	0	6	2	0	0	0	0	0	0
8b77b3de0e10b219a3ef75f8269071f0	5	0	6	7	4	0	0	0	0	0	0	0
73ba0cd5f13cdb50fafdcf05ac39cbc0	2	6	6	0	2	4	0	0	2	0	0	0
80502f6d43dcf1395a25e6ddecefd58a	0	12	0	0	10	0	0	0	0	0	0	0
b0aae61c53a790a3a039d03b6927c0ad	0	7	0	4	5	0	0	0	0	6	0	0
349e6e58aa5b50999d24447264e3fd52	0	0	22	0	0	0	0	0	0	0	0	0
ffbb232201af2bfd4bb25e9d00be390f	0	0	12	10	0	0	0	0	0	0	0	0
0b5ae5bcb56a28295b9f5c19e8c41c1f	0	0	9	6	7	0	0	0	0	0	0	0
9013a9157fb4bff21f93daf18c5d9ca4	0	0	2	0	0	13	0	4	0	3	0	0
7a2e6f249ac3c006c26e11960208d7de	0	0	0	22	0	0	0	0	0	0	0	0
53e83738c073b1451ceb46c4c3c8251b	0	0	0	16	0	0	6	0	0	0	0	0
be3b7fb5291d01e0e25d468fbb855466	0	0	0	0	0	0	22	0	0	0	0	0
a284786b59bc3d0fa0b11c4c7ea88839	0	0	0	0	0	0	10	0	0	0	0	12
5ab3ca17b03e7eb2e8bb03686dc32fbf	0	0	0	0	0	0	0	22	0	0	0	0
fadeacb08ceeaeac031d82a1babeac74	0	0	0	0	0	0	0	0	10	12	0	0
624ba1e6ff02e92ea72be149cce87037	0	0	0	0	0	0	0	0	0	0	0	22
18d1c31dc7460c085089e8fec693099d	0	0	0	0	0	0	0	0	0	0	0	22
80f9021888e778ad94681f6b4665e00d	15	0	6	0	0	0	0	0	0	0	0	0
2ebe8e5100d32af8ea27bcfcd6b6bcff	12	0	0	9	0	0	0	0	0	0	0	0
d1dd690380ecec3cf849925b90f110d8	12	0	0	0	9	0	0	0	0	0	0	0
3f3c491df6eff4070d34a5de92868a99	10	0	11	0	0	0	0	0	0	0	0	0
43c88495fdfa7725c586580f04a08742	6	0	0	5	4	2	0	0	0	4	0	0
0abe0088dc78a124ac395aeda16f3969	5	5	4	0	7	0	0	0	0	0	0	0
b34cfcda179cb249d165c154d4a7ba98	4	0	0	2	10	5	0	0	0	0	0	0
5fd8d66a578759b73fc44ec09742f7d4	0	21	0	0	0	0	0	0	0	0	0	0
0f45118f3c1b6eb8baf827062ed3a318	0	9	0	12	0	0	0	0	0	0	0	0
55ea585900b173959afcf1e0722a9aa4	0	7	7	0	0	0	0	7	0	0	0	0
c62a6860db08bb01517a716015a63f72	0	0	5	3	4	2	3	0	0	4	0	0
83a3720adae627199b0758c7750b6e69	0	0	0	21	0	0	0	0	0	0	0	0
04671bf8b869ed5e8cb07287a41243a8	0	0	0	0	0	0	10	0	11	0	0	0
f90c497772e357013b0917a864228b8c	0	0	0	0	0	0	0	5	0	9	4	3
7ba72a8f6f80fd45920efa8ea047753a	0	0	0	0	0	0	0	0	0	0	21	0
369be7b06ebfb33c0fa021d193008558	0	0	0	0	0	0	0	0	0	0	21	0
d1020a3e700b07bace8cad0b4e300827	20	0	0	0	0	0	0	0	0	0	0	0
14d63ed43bcc87a602c02f8e521b5a3d	20	0	0	0	0	0	0	0	0	0	0	0
f9ee2b4ff1551a588fc9a0e80bc8e232	11	0	0	6	0	3	0	0	0	0	0	0
a2adbedc8935aa233718dfcc1a865830	11	0	0	0	0	0	0	9	0	0	0	0
081d85ee50c7ebddad09ce651afdd672	10	0	0	10	0	0	0	0	0	0	0	0
20ee2d7a3830030984c0b27ee6343865	9	4	0	7	0	0	0	0	0	0	0	0
6a4bc5a87591360ec6c79fab25fd2936	8	12	0	0	0	0	0	0	0	0	0	0
ff85ec706fa9b0ba40a73c8fa1afa001	7	0	0	0	9	0	0	0	0	4	0	0
5fa396913eac452ea3a76d3a2a0f2bef	6	0	0	0	0	5	0	0	0	4	5	0
5f143df9eb0d7b89332754062c413c94	6	9	0	0	0	0	0	0	0	5	0	0
d36568788c8619fc8cdf1df8f0219ee5	6	0	5	7	0	0	0	2	0	0	0	0
191a7ebf79b1ee2b42260a56900b0850	5	5	5	0	3	0	0	0	2	0	0	0
97039905969d286a0cb0afcf6ec871ff	5	0	0	7	8	0	0	0	0	0	0	0
edbc74d3c5ec52b36676a4800e9bb822	5	0	7	6	2	0	0	0	0	0	0	0
d518f8bc7a5cff2d3027bc50b03bdfdd	4	6	8	2	0	0	0	0	0	0	0	0
8ed18d73949b98e03f8cd29b06480cf7	4	4	0	0	0	7	0	0	0	5	0	0
cd62a3d65e449bb6b2d4be47448ee674	3	0	5	0	12	0	0	0	0	0	0	0
875bd92734db762f8081d33dcf8ee159	1	0	0	2	3	0	11	3	0	0	0	0
62aa3e7ce23328ece5879c18924fffa3	0	20	0	0	0	0	0	0	0	0	0	0
e7ac97fb986f6af86e0354989e25ed96	0	10	0	0	0	10	0	0	0	0	0	0
357b0bd8de432a4492e4617ac81aeb3c	0	9	11	0	0	0	0	0	0	0	0	0
9252cd0ad1707fdb5f54d7b8b842615f	0	5	0	4	4	3	0	0	0	4	0	0
49c8fcdcb3587ef7bcbfc33d8b997c04	0	0	20	0	0	0	0	0	0	0	0	0
42c0dcef3e311bbdec12e481c4b96520	0	0	6	6	4	0	0	0	0	0	0	4
4bf1d32a2d65fbd4d6ce09e19ba34351	0	0	5	0	4	0	5	6	0	0	0	0
