ASV	NC_1	NC_2	NC_3	NC_4	NC_5	NC_6	Tomato_1	Tomato_2	Tomato_3	Tomato_4	Tomato_5	Tomato_6
60ac0bab19dae66eaa222f95bec82525	0	0	55	43	0	9	0	0	29	15	0	18
912f6c901690909c03b2158eba9fe96d	0	0	0	0	0	0	23	37	0	0	56	53
5332e030b9278ce04ef15cb874f651aa	35	0	20	40	0	0	12	0	13	12	15	21
beac44b18c362a8cd1a29c9c811b73c4	23	0	25	42	31	14	0	0	0	17	16	0
bdc60809fdcb925694def0bfe319adbf	13	60	0	25	25	6	0	11	6	12	2	8
e8065cb715f9cdfd5f2de2a2d80a42fa	30	23	19	22	0	0	0	13	15	16	14	15
dabf6a452e0412bedd2957defa08c2dd	29	14	21	12	9	13	9	10	16	34	0	0
f772374fea75e7a7e104990f32ee2cf2	28	31	20	29	8	12	0	13	10	0	0	16
d26d99b31e170e35eac7637ad5d1ce05	24	12	32	22	31	5	9	0	0	16	7	9
5228bced9afac53c57d14de468f905e1	32	47	27	18	6	36	0	0	0	0	0	0
45ff5bc5bef04c074a99880eae595093	34	22	25	20	21	24	0	0	19	0	0	0
1bcaaff02b6ac07a10a5d9ec59654097	24	21	25	26	16	17	3	8	7	0	9	8
9e8b64f0224329c4381dabb4dc837a36	0	0	0	0	0	0	164	0	0	0	0	0
4ce121ee3411ae6191871125a463820f	0	0	0	0	0	0	66	0	0	0	0	98
40b5b832cfd8c28b42f53760683ef435	34	26	15	18	18	10	0	9	10	10	6	7
dc5dd616a2b94578dda52579249780eb	34	7	25	30	13	0	0	16	9	16	5	8
e05aee3e047a273e9d866cae632a1bce	26	19	23	14	9	10	8	13	13	6	8	14
26529bcb4aa903d358ee3fc7b35db189	40	17	39	31	13	16	0	0	5	0	0	0
d06166ee18da62984ab5ea12ff7b027a	17	22	0	18	22	22	0	14	16	13	17	0
98a726eabd35fc40c120b3b5d0bbccb5	0	0	0	0	10	0	41	13	22	9	40	26
468b25c4d7a5dc342d08aa389d8c7f9a	0	0	0	0	0	0	32	28	18	0	39	44
e7f3a0d60262d586633ab50647ac207c	30	31	18	17	22	20	0	4	0	11	7	0
ca157cb0ed52c3ccd432aad4ec40fc37	28	22	20	25	27	11	11	0	16	0	0	0
39210b7e9eed0d0b34e29b4446a26310	26	34	14	26	0	8	0	19	0	8	13	12
d4802ec1ee4dc6981e399d101ce8a8d5	16	17	0	21	39	0	0	25	16	13	12	0
1dd286f02278c8c1936783eb9a299282	35	18	24	27	0	0	0	9	12	19	13	0
1093d1f236cc89b87838ac79e905f580	33	25	14	17	20	23	0	7	0	11	7	0
d8f9fa38a928d36c47b8be56e507632e	29	9	17	24	26	16	6	7	10	8	0	5
2ff5c60c2ba3e0072c05f7efab83f6df	20	15	26	0	36	13	0	0	12	18	0	17
1ce3d325f6f9d9e8bb5f2b18f069bdfd	30	0	18	26	17	15	12	0	0	15	23	0
ee0bc724a68dce51e12ccd9a8cd4c979	0	0	19	16	13	0	11	41	0	19	13	23
b942a13bd3d5144383d06152044ac484	28	21	19	27	21	9	0	0	8	0	16	5
3debc5be1de41f435568c593b5adf803	23	0	21	20	38	21	0	0	11	0	20	0
fee4038c9311194c31eff93942462ba9	14	20	26	12	0	15	13	9	10	16	9	9
4013a672d0ffaeade3d48b746fa94bf2	32	30	34	0	17	25	0	0	0	13	0	0
efc196ec9b4c438a53427aec3fb6deed	24	0	76	31	13	7	0	0	0	0	0	0
a73148f20e9437c28f3ea469c14e9d45	17	28	28	16	24	27	3	0	0	6	2	0
9ef81d23fb03530791b073cfe51c9a8e	11	3	0	12	8	0	11	32	12	20	14	27
3430813fde60c2e256731afd6224d81c	41	27	26	32	0	0	0	0	0	23	0	0
cf1a03aa05e8c4af47297b1ed74dc07b	23	23	25	15	27	8	0	0	17	0	10	0
b2375da714e9e9195c83c63891ef4243	22	23	22	19	15	13	0	7	10	11	0	6
ac7dd26f0a5e741b98d9572070969d31	13	17	29	9	22	26	11	0	0	0	21	0
7e548bef532c635ff251bb2b44ccb81a	50	0	28	0	21	19	0	0	9	20	0	0
3b8671d50b123d7ebeca98d017a1e49a	30	30	14	23	8	23	0	3	5	9	0	2
a1588bcb913133bf3ad4e877b1b5ab42	7	11	12	0	11	10	17	19	19	15	14	12
c27595ec493fb8d497b7e1ae327b04f5	24	21	0	26	34	34	0	7	0	0	0	0
2dd4ef0cbac85d5a16fcdaf8a7c7bff4	0	27	24	50	0	10	9	0	16	0	10	0
9018e6b901ce62717f5bcedb6726f2e6	32	0	23	0	0	0	16	24	0	50	0	0
6c8e8f15c8b62edfc17dd5fc30ecd8cd	0	0	0	0	0	0	25	24	22	13	38	23
e4d91ca09eb1a23bd2caec39ec1a7ed9	0	0	0	0	0	0	19	16	23	33	25	29
0027033547593619ee5bfa151b3b3c9f	12	84	3	9	3	26	0	0	0	7	0	0
18e3bc65e6c4fcbbb0959abad2c814ee	10	0	0	0	10	0	25	34	0	11	24	30
d96a277216f3d4774437105c76336863	0	0	0	0	0	0	41	17	16	26	27	17
a845116f1de76103e9f7d86a52b2ddef	36	44	0	0	41	22	0	0	0	0	0	0
fbd10a04e6ecb8d57a6c65f8ca5f3ca0	0	99	16	0	6	0	0	0	0	22	0	0
c7a89ccda625f6eb90cb3424cc006143	0	0	0	18	22	0	16	20	17	16	19	14
1946be5012c462949e64078c1679336a	22	22	21	20	12	0	0	12	16	16	0	0
ea0a67616b2e51781f6f668faf442ca3	14	12	28	11	10	2	9	12	14	13	5	11
6930a3d39823ab10798bb3accb1387e4	0	6	0	6	0	0	19	20	24	17	22	27
1aed45cc85d50705fca795e40cec0b3b	39	11	22	22	9	17	5	0	8	0	7	0
6fdc47b618ad17c9f8736d1dd69965d4	22	32	30	23	21	0	0	0	0	0	12	0
8fe0d66a45ebe1a467ff26842391833b	14	23	16	8	45	9	5	0	0	9	11	0
acf08ebaadd3a1c2457243756552bb97	24	10	19	27	26	12	5	0	8	0	0	7
f481941d371de555615b3f17a87b1d94	17	16	15	14	12	7	7	13	9	12	6	10
922d6bedb4dc063fcb0c9e4e468c2a35	7	35	20	11	23	12	8	0	6	0	8	8
f23466f32b7683659f3bf1a22e534bdd	0	0	33	0	22	37	0	0	24	22	0	0
105fe09652573cb8c6128d5da5632d43	0	0	0	0	0	0	0	0	138	0	0	0
5e62d592073e4ecaaa99ce97b990e135	16	17	0	24	13	6	12	0	9	11	17	12
3dd3625e085878558db96c9bd3ea86ed	0	7	20	11	19	65	5	0	0	9	0	0
03fa8b80b7a538de7fbce687d7c2d54a	21	24	22	17	14	10	0	6	3	14	4	0
51898eca8465aff14339f12990dfa5b6	0	0	0	20	0	0	17	0	0	30	43	25
237b22d270134b6c81dbe55a3b282e1b	24	18	30	28	19	0	8	0	0	7	0	0
e446dbfd082ecf9ceda1eaf90586a874	10	54	18	17	8	24	0	0	0	3	0	0
38849a561a763e516b944a25f5f448df	0	0	8	0	9	0	10	34	20	24	13	16
714b0378efe0b8744e24aa04b48008d3	0	0	0	0	0	0	0	0	0	0	134	0
cf4c7fc95296cf60e3eccc591de35d71	28	0	23	24	12	12	0	0	17	10	7	0
0b93f59f9777a01265f19a3ec80dea61	22	0	16	26	35	20	0	0	0	0	13	0
5bf155762a66dc49b6651512ed9f94fd	22	27	19	30	12	7	7	8	0	0	0	0
10f38d40c54b696e8c68cb070c231e91	19	17	9	20	15	6	0	8	10	11	7	9
e23825c6b942f8d8ce300bf614577969	0	0	0	5	0	0	15	31	12	13	29	26
74be9e773e7dca1abc307a84b66c1534	23	19	18	27	16	0	0	15	0	12	0	0
51800755a647d7f62892a00859cd5ef0	15	20	17	16	26	0	8	0	13	11	4	0
095110483212fddec012295bbb96c9e9	26	10	12	8	32	14	0	0	10	9	8	0
f29f3f2fcf83bd2230bbe298984a98e6	20	14	33	28	17	12	0	5	0	0	0	0
feef86dce52078789c87666ae2c2879b	22	14	14	13	16	0	6	0	8	16	13	6
dfa4c5ed5ce7c097f449037be1eb9a23	51	0	0	0	0	19	0	19	15	0	23	0
cece8be7d3d6450effb8a979c077be83	19	22	16	20	17	10	0	0	6	9	0	8
15ffe2bc279c713611562e6f566a24f5	18	17	18	18	25	16	0	0	0	7	5	3
7b9b1bd2eb9d94308e766cfe76fe559b	7	38	10	6	31	25	0	0	0	10	0	0
1b222102256def1be7cc89809e00c970	24	21	17	17	5	9	0	7	9	17	0	0
ae84de9cdc994a27b2c582474aa8f5cf	14	19	21	17	20	15	0	0	0	0	11	9
22bee89629aacc95a0b9ea24f962e96d	6	5	12	9	8	8	12	14	8	12	11	21
f4948f1cbc7bc15ad0e2c84424067573	28	0	23	30	11	0	0	11	0	0	10	12
c32f0781ed3b8f94679a7595381d0beb	22	38	16	19	0	14	0	0	4	12	0	0
407c3c81ac48e911e0b4f682549eb634	22	20	25	18	12	14	0	14	0	0	0	0
0a76373b287b35bb8d4b031b792a4c43	32	14	0	22	20	6	6	0	8	7	5	3
c801b8dd606e49e006f3cae5a34e1ae3	31	25	20	0	17	19	0	0	11	0	0	0
7f7c03ef2cc7c2031eeff061f85aa6c0	24	31	30	24	0	14	0	0	0	0	0	0
ad0477a416ead5db06934cf936de6018	0	50	0	0	0	29	0	0	19	0	0	25
b4b4236849b5e6ffc516a55ba0c5b0ab	0	9	14	19	0	0	18	0	18	17	11	17
766f1e36177cab69979aeee80a97eea2	36	9	0	0	30	14	0	10	14	9	0	0
2a4ee8e5bb01a6a598d4b9cf9a53b02f	24	13	17	27	10	0	0	0	0	8	11	12
34b5ffedbf885fc7167d933cbbc79d93	11	11	13	14	14	9	8	0	11	11	13	7
f6f34a81c4f2fdcdb29afbd739e8e948	0	9	18	10	18	9	0	18	19	8	0	13
8ac545febd859fa31123d7b399d31d43	0	6	16	0	16	0	0	15	10	46	0	13
f0b47e5c3534a02b7748a8116ab2ded1	20	24	22	32	0	23	0	0	0	0	0	0
94bf1d367d8a841ed281ad9a9f1a4a0a	18	19	18	35	31	0	0	0	0	0	0	0
cbb0c07b679b5151047cc7b0ccca2a38	0	0	0	0	0	0	52	14	17	4	15	19
e73efc2e7c60040d2b7faf63fbb439b8	23	23	19	32	0	11	12	0	0	0	0	0
2d4a0f3f4023d5ace83fee5d562f744e	19	9	22	25	0	12	0	12	0	11	10	0
1af7714dbabbf72124bde4b49eb0f623	11	19	34	8	13	16	0	0	0	19	0	0
8893b3090b65411bfeafb6e4a73b300c	6	0	0	11	37	0	28	0	21	0	0	17
57e100792fb15d4db6646afdaa4eedd5	5	8	0	8	7	0	9	14	12	22	13	22
422f669c10b0c1c9f82443339ed2df9b	0	0	0	0	0	0	17	31	17	0	0	55
3fa9cad49c4dcb70e90a4612f9cd8655	0	0	0	0	0	0	11	31	24	10	22	22
8eaf7866b2d58affb9d34a0bc36f75de	0	0	0	0	0	0	0	31	79	5	0	5
d0e6300326e688fa105928413e006bf5	18	15	23	28	26	9	0	0	0	0	0	0
a5aa2d35f29863bb77fb28ae597840e9	0	0	0	0	0	0	18	20	18	16	24	23
d0dd1bf4fc6ab5ce33efdc7c4b6f6b6f	0	0	0	0	0	0	0	29	0	42	23	25
4235096340574964e876f717719b8868	19	29	28	18	14	10	0	0	0	0	0	0
dd33ef7a34c08442a6198586ea929455	18	10	10	17	47	7	0	0	2	7	0	0
43d9d3e5045757bfd2fa3aa3fb017791	17	9	8	9	17	4	9	9	9	12	4	11
efaabb29d864c134abc4eac415c8d0ad	0	0	0	0	12	0	13	17	22	12	12	30
a33cd3cb62781b621cc671b43437554f	16	12	18	32	19	8	0	0	8	3	0	0
1c60ecf2ee2f2a16977cf57d75d48319	16	0	15	11	23	19	0	11	14	0	0	7
f674e6ac5d3eef1c4e2563f2c68a1b82	15	4	9	15	15	5	7	10	11	2	14	8
6c7d80f095a458f5cda11fd298ef8b77	5	0	39	19	11	24	3	0	7	7	0	0
2e8f95f473dbcc914590796ad1e6a0ae	0	38	0	44	0	14	0	19	0	0	0	0
649347da91c3549eaf163ca972ebe8a3	27	13	24	27	15	8	0	0	0	0	0	0
c78b4eff98ee648b80b09c68867be26b	25	0	23	52	14	0	0	0	0	0	0	0
b2d4e614025c6c07b6b5d240f53d91fa	21	0	0	22	34	0	0	22	15	0	0	0
0fdccee9edd68ee33fb3deb320fd30fa	15	15	15	20	20	15	0	0	7	7	0	0
d36afa82939dd0d5e1b6f22e826a2559	0	0	0	0	0	0	0	24	23	22	18	27
cd461579c85efa299459d8960a49bc95	0	36	0	0	50	9	7	0	11	0	0	0
ecebcf219660ad7df10a4d41e8fd2cec	50	0	0	0	22	0	0	19	0	11	0	10
c0907ae0e1fc9f657bb6dadf85d0f6b1	0	0	19	0	15	0	0	0	0	0	41	37
7b6682cd25e6f658e70c47ee344a0e61	23	27	22	0	24	0	8	0	7	0	0	0
d19e7600fa7b84f685af09b1a3b9ac30	37	0	31	22	0	0	0	0	0	0	20	0
8a37574f48d6a27c7fc1ec2d41584d11	13	11	19	9	0	7	14	8	11	18	0	0
fdd48602f026283877881c929b88914e	36	0	0	40	33	0	0	0	0	0	0	0
a8babd86f0aa27120d0ef0780690b323	25	3	22	13	29	8	0	0	6	0	0	3
a7d4f5e1b7e7d463164dcddaa2ec9dcc	14	8	14	19	12	9	3	8	0	9	13	0
793cd2aa0ad3ce9961f0e5a702b4d8c8	14	37	0	8	11	10	0	5	12	5	3	4
73756a83c9f681b245ae7a93b7e03f8a	22	0	22	27	29	0	0	8	0	0	0	0
842204d91ad2b54242a817b6b35d423c	7	10	14	12	6	7	5	18	10	10	0	9
2e1b35b9e0640090ab44a8af50010bbc	20	14	13	13	13	8	0	0	7	13	0	6
ca32ecf3a7d0624054924b86626b7f47	10	12	6	14	5	18	0	11	11	8	0	12
3125675a36fbf78d5cc83c68d08d071b	10	19	0	0	7	0	0	15	15	0	26	15
68e1b0b7c0b696e31762c9eec21145d0	0	0	11	0	0	0	8	23	12	15	15	23
b0ab5edb99cd3edeae07dbc9aa191d61	24	14	27	28	13	0	0	0	0	0	0	0
2cd6b3cdd8a197890bacf2f8d2924adc	0	10	0	0	0	78	5	0	7	6	0	0
4d6d8b327c8eb726f378eecd04f1540b	21	7	26	16	6	4	0	7	4	8	0	6
1d68f96bc2e21a1e6554959eb8a66c7e	13	18	15	0	0	22	0	18	19	0	0	0
ef4da77b4b19b2a69e0a9db66ca695c2	0	10	16	14	14	0	9	6	6	11	9	10
03288ec425630d69f68b8b554911b34f	0	7	0	0	0	0	9	13	16	19	26	15
15abb5d1a1165416db82e8d6c0c0b112	0	0	0	0	0	0	13	23	15	0	21	33
a2aa4b9241df570b5e4c9499ed8bbdf0	32	28	26	0	18	0	0	0	0	0	0	0
92da9c6cd9f658c85b785f6379739f32	20	16	15	12	21	11	0	0	0	9	0	0
ea808b64cf042614e1600e7d463da8a8	12	7	0	7	20	0	9	12	7	14	8	8
94d77f9b086580d4dad507ff1ed3c30a	0	0	9	8	0	0	15	0	50	0	0	22
80ae75ea82d20d0ca67d6aeff06a23f5	0	15	15	10	12	0	9	12	0	12	10	8
d3bc7862d4c1651b0f165169a7e62ddb	0	0	0	0	0	0	16	40	26	0	0	21
37d9ebdd10282d698f361f62135b88ae	24	16	18	16	14	0	0	7	0	0	7	0
aded530ce73e39ac29db24b6e7c22994	14	33	0	8	34	0	0	0	5	8	0	0
f0228278f0a6a1c31547b305908950ad	7	11	0	0	0	0	16	15	15	0	14	24
92c5e513dfa84842861840a13804ae42	6	30	11	21	26	7	0	0	0	0	0	0
cd592747ee1b743b558c2843a3c4faa9	0	0	9	0	8	0	18	13	16	13	8	16
654f4d11cd7bfda1c3a8bf47e5d35b0e	0	0	0	94	0	0	0	0	0	7	0	0
655e5402a5b940f50d182348bbe25f45	20	15	17	14	18	12	4	0	0	0	0	0
f3f330b0f8592a202a9644cc2080af34	0	23	21	0	23	17	0	0	16	0	0	0
3acb88aab8578799025a712bff7ded6f	33	5	3	13	16	0	3	7	7	12	0	0
a52918bffbec1e9d520a8bc670b87d8b	21	12	21	25	6	14	0	0	0	0	0	0
74a1421ff19f8f7ff161ccfa2fc54321	0	17	0	0	26	0	0	0	14	15	27	0
8910993dbd7ecc26cadb2c6e522c3481	0	0	0	0	0	0	76	0	0	23	0	0
6d775360f27a7fe9b4ee0c1598d2f71c	0	0	0	0	0	0	0	0	0	0	45	54
d70e740f22a3d8883952847778e62bd6	26	0	0	20	20	22	0	0	10	0	0	0
eca340824b08c6bc0ef8252cf42b2bb1	17	22	19	15	18	3	0	0	4	0	0	0
959955e476714b6ff132181e07260e5c	11	14	15	19	15	11	0	0	0	0	13	0
84c33a3e91d94e05fc5198c4401f4687	10	0	0	0	0	0	35	11	25	11	0	6
517a9ae30501c46b9740ae4bb6f60ac3	15	0	9	24	12	0	6	0	11	0	8	12
ec8c3bbeef6ecd49a41eedf4b2565f21	15	25	22	0	5	14	0	0	0	16	0	0
f171a72949c7b4ef5ad134c22bb90aee	11	6	16	16	12	0	0	8	0	9	0	19
977d8f30e00bc06d7cba9086a09cc1e5	17	23	16	19	0	10	0	0	11	0	0	0
d65feb386642d31483985607f71745c2	7	0	0	0	0	0	6	0	0	77	6	0
6c7be937f57ff5a3c82cd008ad014831	0	0	0	0	0	0	16	25	0	17	0	38
33a57951348f6ecc1fefbf10ab681d3f	14	8	19	14	9	0	0	4	4	10	7	6
b5ff96acf2e0c645d06ea3c6840a69a1	13	13	16	20	16	0	4	0	13	0	0	0
05c59b191d422b5b6eb02c2e786463e7	0	0	21	0	0	0	0	23	13	18	0	20
03b66fe5bf807bc444a4ec8207f4a493	30	0	0	18	20	0	0	0	0	0	26	0
1fb9cff132aaf85cc9da206d1fed866a	20	11	15	20	17	11	0	0	0	0	0	0
a25f4b5ff304a4e0a9e9a85b8a6a9deb	16	17	13	18	9	10	0	0	0	6	5	0
8ba3232a0a2e19a59f709465f5ccc21e	16	15	0	0	0	0	0	0	18	19	26	0
0fc5246de39de451a0fb5b2149e86087	14	16	0	18	35	11	0	0	0	0	0	0
070e8dd905f122f16d7cbe7872683f49	0	0	0	26	19	31	0	18	0	0	0	0
dea86462521c1815aeacad4ea817159f	26	0	26	28	8	5	0	0	0	0	0	0
5fd3c48d9dfe9179bc923eb5fcb2e4d3	21	25	20	18	0	0	0	0	0	9	0	0
52213254f4768f5010400ae694b147f1	20	16	18	18	13	0	4	4	0	0	0	0
1778196264f904f025e3e693fd0b82a9	16	18	13	16	9	7	0	0	7	7	0	0
f6c3a53b5ad4415ab26a00cacceef908	14	19	10	16	15	13	0	6	0	0	0	0
cd4388a8d8cdc13bc0acaea7340fda92	12	22	14	14	11	0	0	0	5	6	4	5
fa7c29c3c14ffd9745675320f3897b4e	8	0	3	10	13	6	10	10	15	7	4	7
992fb0556860eaae183c3dc097d63488	30	0	15	23	24	0	0	0	0	0	0	0
b950d4171366e5d5ee0926e61e478fae	26	13	17	12	12	12	0	0	0	0	0	0
336d4da6a42a554f33ea213d1c75c811	14	10	10	19	16	13	0	0	0	6	0	4
a014641e966275a8ed61efdcc8c12f9f	6	0	11	0	0	0	15	22	14	3	9	12
c1cc575ddf878ea2eb826875c44b644c	19	0	0	25	47	0	0	0	0	0	0	0
af2c01da3df4e62e265caf1f2675aaf3	14	0	0	18	0	0	0	0	0	35	0	24
c24b40cc86538e44eba3b45826825361	9	10	10	14	16	12	0	7	0	0	7	6
a5473194a5afd132b850907fa9913668	27	15	19	11	10	0	0	0	8	0	0	0
017efe21d8bd5d66a10d14fa61314114	23	18	21	15	7	4	0	0	0	2	0	0
f334096de4c1c400a5029ad3bce651bc	23	6	17	13	16	0	3	0	4	4	0	4
23554fe3b9693313f1b06eb0160fcdb8	17	14	18	7	20	14	0	0	0	0	0	0
95008e3bebe99658df16c99ec51a202a	0	0	16	15	25	0	16	0	0	17	0	0
13b71010f7e0e4f22b7537e61ab07b97	24	20	22	0	10	12	0	0	0	0	0	0
521738c8e5d6dbadb38afa09b3215030	15	0	18	20	26	0	0	5	0	0	0	4
51eacfd7eb4185027f9b473d2d3d1924	14	14	14	11	18	0	0	10	0	0	7	0
399fcac1542ef08ff5585cba1c442db3	25	9	22	15	7	0	0	9	0	0	0	0
7fc4a0302ce86527a79497c009b25f33	22	8	13	16	15	0	0	13	0	0	0	0
e6b6663db2589921a7461894df23cb3c	17	19	22	11	8	10	0	0	0	0	0	0
4d731b103c6713fdaea3cd36d6aa1e84	15	15	5	8	10	5	4	4	5	10	5	0
5f28cb34e229e10f18841746f65d8105	14	0	20	14	7	8	0	5	0	6	5	7
63b419d0681cb1e6cc85e5a30570d5e6	0	0	7	0	12	4	0	0	9	0	54	0
0eb597e69c4a494ce19db8288cc45e30	0	0	0	0	0	0	0	0	15	0	36	35
0f3b93c6a924a957a4b11934e8b70e44	21	40	0	24	0	0	0	0	0	0	0	0
70b1ba505a0a5e56d666ff7c4139d9f7	13	12	11	19	7	9	0	0	8	6	0	0
ffe9baf177e404d709831bed48969911	0	0	0	0	6	0	8	17	19	0	18	17
ad4085c81bd5aa197ad5cfa739c7e02d	26	0	0	23	28	0	0	7	0	0	0	0
e6996f2cfa5e3bac620d46d614420a38	24	0	25	35	0	0	0	0	0	0	0	0
7cb3474abb8c7e7450b08b7859d46448	15	24	13	18	0	0	0	14	0	0	0	0
8b28efe737885898d7f4d0604f6eba03	11	11	0	0	11	0	0	0	17	13	21	0
8cc3348bb84550146c5437808c1eabd1	8	0	0	8	8	0	10	0	30	0	0	20
8cc169d365d2c08777369cfd70575ef2	0	0	0	0	0	0	16	0	12	56	0	0
268f7272bf63396488ee473dcf07ef11	0	0	0	0	0	0	7	41	36	0	0	0
0881868effe9adba5fbb1c60614a9f30	0	0	0	0	0	0	0	0	0	0	84	0
f6c48946d636683b51584c8d036d1f49	18	5	12	20	16	0	0	4	4	0	4	0
dbaeb32042821620bc8bb6e8a49ca0ed	18	0	15	23	0	11	0	10	0	0	0	6
5c9c1e05f2e8707e9fdc460f4f845f1f	16	15	14	12	9	0	0	0	7	5	0	5
2c3f689e9aa956d2bb4a69ed6e8b20e6	13	8	14	9	14	11	0	0	5	9	0	0
4ba0b86548876d956f2df2006504b9f0	12	0	0	17	16	19	0	0	19	0	0	0
30afd575da94c57636f56a76ba5d8dbe	0	0	35	48	0	0	0	0	0	0	0	0
8fb4989d4a68d5f033e4465803b7d017	20	9	13	17	6	9	0	8	0	0	0	0
a7f2123e37831e1f5e00d0a5bc7d1aa8	16	15	21	11	11	8	0	0	0	0	0	0
2c2373750fc3a8ed30208e3eaf666bd4	0	0	47	0	0	0	0	19	0	0	0	16
6d11d275c0d5c352fc432b77be0c60a2	0	0	4	6	3	0	7	20	0	13	7	22
f5c93a19c368014d63b2db0729145bb7	0	0	0	0	48	21	0	0	13	0	0	0
2e9720e64a8a04671d2e462e22c22e84	20	15	0	14	16	9	0	0	0	7	0	0
cfffa21b33fa35400de4ce7842b8e941	6	0	0	0	7	0	0	17	0	9	27	15
1c61d9f2a87361086cfec8a21c9e2393	0	13	16	0	11	0	0	6	9	17	0	9
58a390680503c261c99470f03af9e598	19	8	16	20	8	0	4	0	0	0	5	0
1eee1cd1d2ee13287d0fe5fd4492ac90	17	7	10	17	7	12	0	4	5	0	0	0
92c84c232fbd507584bd4bc4232fc581	10	27	19	0	13	10	0	0	0	0	0	0
01b44b26ecd79de1ed4fa949d2935ebf	21	2	16	25	6	4	0	0	0	4	0	0
95c81ee110f01d3ccadf78d04ed07a94	19	25	12	0	0	18	0	4	0	0	0	0
134278bf60f2ab89dffdadbb552ad4b8	13	8	0	15	0	25	0	0	0	0	17	0
496235699afd65a82cbbf03b44dccaaa	13	9	6	8	15	4	0	4	4	7	4	4
adb95f2bbfddf0d662b3f5d7bd705fea	12	9	18	12	0	27	0	0	0	0	0	0
47dda4af79581538f6f9d83d5a3c9237	0	0	30	0	0	16	0	0	7	25	0	0
e3b9dfdb118dabd4d8aba2895fec4366	7	0	7	5	7	7	5	6	13	6	6	8
064b1693937a02f51e612b9778654282	7	35	5	6	10	14	0	0	0	0	0	0
1edc1bf8a19a55f588c17478212fced3	19	11	18	9	0	10	0	0	0	9	0	0
337e1c08954d4efc51c0b6afa95e68b3	17	7	9	13	12	8	0	0	0	0	10	0
609603e708761ebdc7b3c80f4ccbd12a	15	0	0	17	17	14	0	7	0	0	6	0
b3fa5ec762ba842132a8174ff4010635	12	13	16	12	11	12	0	0	0	0	0	0
4037ced1efb16735eb25ae16f415b42e	5	0	22	7	0	42	0	0	0	0	0	0
a27fbd48d62501ad85f3ee6c15aabdbd	0	34	19	23	0	0	0	0	0	0	0	0
76f329bc1fef5392ce010506d970d3ca	0	13	0	0	0	63	0	0	0	0	0	0
d906571535d96861b3b1e30b781c3b28	0	0	0	0	0	15	0	0	0	0	23	38
39cfe9cf5e5e8b3d6b49ddf9cdf46b3d	28	13	9	0	18	0	0	0	6	0	0	0
9d75d26e0244080d22b65d1d42cc3988	0	0	0	0	0	0	28	15	0	17	14	0
3a9547fb934b3acf575207727fa055e2	19	10	0	10	16	0	9	0	0	9	0	0
18b31d3be30669ae829daffa33d1ed00	18	15	13	12	9	0	0	0	0	6	0	0
92122a191e0f932a6b89e7768c34b32f	16	20	9	9	0	11	4	0	0	4	0	0
854437e5ede889a5eeded35bbb5abdb4	10	0	26	12	10	9	0	0	0	6	0	0
bc4a0414f7ee3fe9f4d7b3dba9b211c2	0	15	0	21	11	8	0	0	0	9	0	9
ed3900373e35daffc7055f61b8c95ebf	0	11	0	13	24	0	8	0	7	10	0	0
8e9e813df3e5956f5c40d78e44f080b5	0	0	38	0	24	0	0	0	11	0	0	0
7380e946705a797b5066ead901a70c83	0	0	0	0	10	0	10	0	16	11	14	12
20bbd8693b70997eb2341ba2f8481e2e	0	0	0	0	0	0	0	0	45	28	0	0
d950daa74da4f2cc996f44bb22016d30	31	26	0	0	0	0	0	15	0	0	0	0
7705e84b0f671d9a6197054df432702b	26	24	0	0	22	0	0	0	0	0	0	0
98be3067ffa904f0d21b6d5196e074f1	20	0	5	30	0	0	17	0	0	0	0	0
0e69ac5bdcd365a0f21d1f152023eb0e	19	19	0	16	18	0	0	0	0	0	0	0
ca02b1e5a4107bd8236392a0dd0c804e	0	0	15	1	8	0	11	13	12	2	9	1
e08a54ae0f63399e627c6ede9afc5026	0	0	0	0	0	0	7	54	0	0	0	11
8ebf67c8c85e78551c8522efa06ecfc6	17	17	0	0	0	0	0	22	0	15	0	0
78dce0ea71968cd0801a037a6a2e11cf	16	12	9	15	11	0	0	0	8	0	0	0
4eba4738f085fb39988a7a8e9e8682ec	11	10	16	0	18	0	0	0	7	0	9	0
8eed774d81d804486b85d1938aef8e17	9	12	13	14	9	14	0	0	0	0	0	0
a70d762fc32a16e1655694030c349e2c	0	36	0	0	0	10	17	8	0	0	0	0
fc70fdaf285b344a09e7a8cb7d10b6a8	0	0	0	0	0	0	0	18	53	0	0	0
34406ef79a4807c1b02206aeb46546f5	18	13	13	9	8	0	0	0	0	9	0	0
3bf287e4313f28e8a6113b496c7cf683	15	12	7	11	10	6	0	0	0	9	0	0
210ddc6ca33dd0a1c99b3866a3075545	0	0	0	0	0	0	0	0	0	70	0	0
c551bf2f47095bafc46f68fbadd62098	20	12	11	14	12	0	0	0	0	0	0	0
674214f208138b4709fd74f8c187f17a	17	21	4	6	0	14	0	0	3	4	0	0
08a9dfee6ac445897a573275f4b0218e	11	0	7	4	10	0	7	6	0	14	10	0
7d4af8e2c115b23dba85e54dd5a7de5c	9	9	10	0	12	7	7	3	0	5	0	7
b228690a2df4ae9a06ef87c6da0c3622	0	21	10	10	0	13	3	0	2	10	0	0
f48d0b21ab13b2245f89ec2047c6b097	0	16	11	0	18	0	0	0	0	0	11	13
1231d3488375d114db0447d9a711f3a3	16	13	10	9	0	0	0	11	9	0	0	0
